feature,class,count,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max
d_phi,Hcc,192572,0.0013876239536330104,0.2036956250667572,-0.796472430229187,-0.561406506896019,-0.3333214104175567,-0.10864171385765076,-0.0010946989059448242,0.11006720922887325,0.34315720796585053,0.5698285037279129,0.8006833791732788
part_pt_log,Hgg,200000,0.03138313814997673,0.7636747360229492,-2.687809467315674,-1.2846801507472991,-1.102054661512375,-0.5461281090974808,-0.035247884690761566,0.5357755571603775,1.41114422082901,1.9597923147678378,3.118401050567627
part_e_log,Hgg,200000,0.06238587573170662,0.7768843770027161,-2.0136966705322266,-1.3776256930828095,-1.108209627866745,-0.519513413310051,-0.007887654937803745,0.5688619017601013,1.4621924996376037,2.046954123973847,3.527113676071167
part_logptrel,Hgg,200000,0.017232662066817284,0.7621269822120667,-2.5811984539031982,-1.3615603482723235,-1.1127461314201355,-0.5551325231790543,-0.04732050932943821,0.5211389064788818,1.3903074741363513,1.928469113111496,2.8662564754486084
part_logerel,Hgg,200000,0.015333473682403564,0.7568211555480957,-2.0897269248962402,-1.3489855408668519,-1.109818458557129,-0.5541605353355408,-0.05256912671029568,0.5143767893314362,1.3805842578411094,1.9238181018829348,2.9118330478668213
part_deltaR,Hgg,200000,0.08417156338691711,0.6437830924987793,-0.7980784177780151,-0.7175625050067902,-0.6173794984817504,-0.3648277372121811,-0.08280721306800842,0.3502517640590668,1.401488363742828,2.175296027660372,5.0
charge,Hgg,200000,-0.0003800000122282654,0.6956793069839478,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Hgg,200000,0.4796999990940094,0.499587744474411,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Hgg,200000,0.10433000326156616,0.30568817257881165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Hgg,200000,0.411175012588501,0.49204695224761963,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Hgg,200000,0.004244999960064888,0.06501522660255432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Hgg,200000,0.0007600000244565308,0.027557622641324997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Hgg,200000,-0.0002917766396421939,0.17776137590408325,-1.0,-0.9999975562095642,-0.04715423006564379,0.0,0.0,0.0,0.04737085383385418,0.9999864709377289,1.0
d0err_clip,Hgg,200000,0.01529109850525856,0.025349199771881104,0.0,0.0,0.0,0.0,0.0,0.02370000071823597,0.052400000393390656,0.10090000182390213,0.6970000267028809
dz_tanh,Hgg,200000,0.00041241158032789826,0.19003158807754517,-1.0,-0.9993603271245957,-0.10195301994681358,0.0,0.0,0.0,0.1029903370887041,0.9996402299404145,1.0
dzerr_clip,Hgg,200000,0.038327306509017944,0.08064118027687073,0.0,0.0,0.0,0.0,0.0,0.04839999973773956,0.13989999890327454,0.3711000084877014,1.0
d_eta,Hgg,200000,0.00012204024096718058,0.19679266214370728,-2.574988842010498,-0.5295818197727203,-0.3000760406255722,-0.10084885358810425,0.0006543397903442383,0.10102999210357666,0.3005088582634925,0.5274397355318071,2.861722469329834
d_phi,Hgg,200000,-0.00048809387953951955,0.1943010836839676,-0.7973862290382385,-0.544031583070755,-0.3198028847575188,-0.1065328661352396,0.0007539392099715769,0.10598344542086124,0.3155053108930587,0.5360536640882495,0.7956176400184631
part_pt_log,H4q,200000,0.09909790009260178,0.8020919561386108,-2.4677250385284424,-1.2816518568992614,-1.0921838760375977,-0.5120340287685394,0.024087833240628242,0.6329847127199173,1.5506840765476224,2.101883459091189,3.1114203929901123
part_e_log,H4q,200000,0.12879475951194763,0.8117133378982544,-2.137521743774414,-1.3668237936496734,-1.0873189926147462,-0.482277974486351,0.051148198544979095,0.6648453325033188,1.595004540681839,2.1799422073364267,3.5276026725769043
part_logptrel,H4q,200000,0.081142857670784,0.8001927733421326,-2.6389989852905273,-1.3653491926193237,-1.1068851947784424,-0.5237980931997299,0.010412621311843395,0.6147475093603134,1.5225058376789091,2.065362355709077,3.047276735305786
part_logerel,H4q,200000,0.07859838753938675,0.7940967082977295,-2.2351653575897217,-1.3491461181640625,-1.1022409558296205,-0.5217071771621704,0.003978729248046875,0.6089750528335571,1.5150151669979095,2.055002601146699,3.033790349960327
part_deltaR,H4q,200000,0.10319721698760986,0.6601706147193909,-0.7986878156661987,-0.7227384477853775,-0.6243639856576919,-0.36150937527418137,-0.06569534540176392,0.3817097246646881,1.4698660731315611,2.1897694754600576,5.0
charge,H4q,200000,-0.000910000002477318,0.6927187442779541,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,H4q,200000,0.47284001111984253,0.4992617666721344,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,H4q,200000,0.11021500080823898,0.3131575584411621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,H4q,200000,0.4105449914932251,0.4919326603412628,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,H4q,200000,0.004989999812096357,0.07046347111463547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,H4q,200000,0.0019450000254437327,0.044059235602617264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,H4q,200000,0.00025553355226293206,0.17896752059459686,-1.0,-0.999997735619545,-0.04913036208599806,0.0,0.0,0.0,0.04877155739814041,0.9999990463256836,1.0
d0err_clip,H4q,200000,0.014569940976798534,0.02542852982878685,0.0,0.0,0.0,0.0,0.0,0.02329999953508377,0.052400000393390656,0.10090000182390213,0.6970000267028809
dz_tanh,H4q,200000,-1.036530466080876e-05,0.1918286383152008,-1.0,-0.9995683157444,-0.10448171868920324,0.0,0.0,0.0,0.10364765822887403,0.999565539956093,1.0
dzerr_clip,H4q,200000,0.03646216168999672,0.07861105352640152,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.13169999420642853,0.3711000084877014,1.0
d_eta,H4q,200000,0.00011026309948647395,0.20224645733833313,-2.909590721130371,-0.5413483273983002,-0.30915628671646117,-0.10267366468906403,0.0006471052765846252,0.1026382464915514,0.3094973132014274,0.5370403897762299,2.7991089820861816
d_phi,H4q,200000,0.00011972716310992837,0.1980610340833664,-0.8960738778114319,-0.5494140255451202,-0.32806416898965834,-0.10585631057620049,0.00029248002101667225,0.1072356253862381,0.32486851215362544,0.5494769012928014,0.7950726747512817
part_pt_log,Hqql,143468,0.22099196910858154,0.9267162084579468,-2.3980929851531982,-1.2859081900119782,-1.0902657449245452,-0.475375697016716,0.10148121044039726,0.7905027121305466,1.9631174862384797,2.7806039309501647,3.5194597244262695
part_e_log,Hqql,143468,0.237907275557518,0.9300987124443054,-2.021165609359741,-1.376068253517151,-1.0840162754058837,-0.45836542546749115,0.11438020318746567,0.8053085505962372,1.9862740099430083,2.7901279520988433,3.8579046726226807
part_logptrel,Hqql,143468,0.21118998527526855,0.924820065498352,-2.545687675476074,-1.37457395195961,-1.097368949651718,-0.4807698354125023,0.09676523134112358,0.7800276726484299,1.9427517771720886,2.7698328328132575,3.2753963470458984
part_logerel,Hqql,143468,0.2143135815858841,0.9162266254425049,-1.9439356327056885,-1.340640013217926,-1.0783671140670776,-0.4730803370475769,0.09609866142272949,0.7744915336370468,1.936085569858551,2.76428019285202,3.2693674564361572
part_deltaR,Hqql,143468,0.053906459361314774,0.7003949880599976,-0.7987299561500549,-0.7343724006414414,-0.6502370238304138,-0.4255252406001091,-0.15398481488227844,0.30054718255996704,1.577584969997406,2.261889123916626,5.0
charge,Hqql,143468,-0.0010106783593073487,0.7011517882347107,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Hqql,143468,0.4508183002471924,0.4975752830505371,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Hqql,143468,0.1088535413146019,0.3114553987979889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Hqql,143468,0.39953160285949707,0.4898020923137665,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Hqql,143468,0.022109460085630417,0.14703956246376038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
isMuon,Hqql,143468,0.018687093630433083,0.13541746139526367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
d0_tanh,Hqql,143468,0.00017409404972568154,0.17074809968471527,-1.0,-0.9998845213651657,-0.04451297502964735,0.0,0.0,0.0,0.044141899608075616,0.99995336830616,1.0
d0err_clip,Hqql,143468,0.014076000079512596,0.025854041799902916,0.0,0.0,0.0,0.0,0.0,0.0210999995470047,0.04879999905824661,0.10090000182390213,0.6970000267028809
dz_tanh,Hqql,143468,0.00028791348449885845,0.18271857500076294,-1.0,-0.9970274835824966,-0.09368160553276539,0.0,0.0,0.0,0.09541449695825552,0.997285965681076,1.0
dzerr_clip,Hqql,143468,0.03528137132525444,0.07829216867685318,0.0,0.0,0.0,0.0,0.0,0.041600000113248825,0.11169999837875366,0.3711000084877014,1.0
d_eta,Hqql,143468,-0.00061292655300349,0.20491069555282593,-2.8805415630340576,-0.5814352309703826,-0.30572846829891204,-0.09140687249600887,-0.00041297078132629395,0.09092780575156212,0.30421562194824187,0.5825933456420889,2.6985392570495605
d_phi,Hqql,143468,-0.00015454324602615088,0.19157986342906952,-0.8066372275352478,-0.5735422837734222,-0.31470729410648346,-0.09273925423622131,0.0002707988314796239,0.09376000799238682,0.3104479268193243,0.5632252120971675,0.8663336038589478
part_pt_log,Zqq,169053,0.22675712406635284,0.8920542001724243,-2.570316791534424,-1.2910943698883057,-1.084145998954773,-0.4586634337902069,0.13622349500656128,0.826734721660614,1.8505702495574943,2.4268649578094528,3.496790885925293
part_e_log,Zqq,169053,0.26403316855430603,0.9000194668769836,-1.8854809999465942,-1.365351881980896,-1.0599215269088744,-0.4234502613544464,0.16687481105327606,0.8633736968040466,1.9029932975769037,2.5256714534759537,3.773179531097412
part_logptrel,Zqq,169053,0.21489617228507996,0.8903350234031677,-2.7290797233581543,-1.368005690574646,-1.0963237285614014,-0.4635232985019684,0.12734636664390564,0.8121535778045654,1.8305119752883907,2.4032435512542745,3.2442514896392822
part_logerel,Zqq,169053,0.21755287051200867,0.881807804107666,-1.940891146659851,-1.3373334836959838,-1.0759308815002442,-0.4582417905330658,0.12634100019931793,0.8073704242706299,1.8261217594146724,2.3956775093078617,3.219449758529663
part_deltaR,Zqq,169053,-0.01900763064622879,0.6832031011581421,-0.7994051575660706,-0.7406184816360474,-0.6703939199447632,-0.48035770654678345,-0.23353981971740723,0.20382577180862427,1.4637371063232414,2.237682867050171,5.0
charge,Zqq,169053,-0.0005619539297185838,0.6996406316757202,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Zqq,169053,0.48010388016700745,0.4996039867401123,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Zqq,169053,0.10539298504590988,0.307059109210968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Zqq,169053,0.4051096439361572,0.4909132122993469,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Zqq,169053,0.00640627508983016,0.07978243380784988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Zqq,169053,0.00298722879961133,0.05457385629415512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Zqq,169053,-4.5959928684169427e-05,0.18757528066635132,-1.0,-0.9999409532546997,-0.06336724013090134,0.0,0.0,0.0,0.06310501843690854,0.99997567653656,1.0
d0err_clip,Zqq,169053,0.014178826473653316,0.02644185721874237,0.0,0.0,0.0,0.0,0.0,0.0210999995470047,0.04879999905824661,0.10090000182390213,0.6970000267028809
dz_tanh,Zqq,169053,-0.0003073814732488245,0.20519068837165833,-1.0,-0.9987181520462036,-0.1342946320772171,0.0,0.0,0.0,0.1336644470691679,0.9979615163803102,1.0
dzerr_clip,Zqq,169053,0.03669100999832153,0.08156788349151611,0.0,0.0,0.0,0.0,0.0,0.041600000113248825,0.13169999420642853,0.3711000084877014,1.0
d_eta,Zqq,169053,0.00015788740711286664,0.1924378126859665,-3.1372766494750977,-0.5517162799835205,-0.2827912449836731,-0.07884633541107178,0.0003794431686401367,0.07946085929870605,0.28197053670883165,0.5590000915527358,2.87691593170166
d_phi,Zqq,169053,0.000966005667578429,0.18056535720825195,-0.7970454096794128,-0.551032304763794,-0.29097585678100585,-0.08150018006563187,0.00015115737915039062,0.08345979452133179,0.29878719449043273,0.5381761336326607,0.8327748775482178
part_pt_log,Wqq,160460,0.25884702801704407,0.9040947556495667,-2.4574623107910156,-1.3046282041072845,-1.0858281433582306,-0.43487124145030975,0.17510288953781128,0.8706088960170746,1.890950578451156,2.460068714618683,3.4199860095977783
part_e_log,Wqq,160460,0.3434987962245941,0.9141227602958679,-2.1373822689056396,-1.3396155524253845,-1.0000101804733277,-0.35407575964927673,0.2545144110918045,0.9560166746377945,1.9988440096378317,2.6067147850990313,3.7751383781433105
part_logptrel,Wqq,160460,0.2464423030614853,0.9019134640693665,-2.6331989765167236,-1.3814406478405,-1.091837340593338,-0.4424406886100769,0.16684961318969727,0.8594715744256973,1.8725801169872276,2.42229121208191,3.173980712890625
part_logerel,Wqq,160460,0.2488691657781601,0.8936309814453125,-2.091609239578247,-1.3441139936447144,-1.0731687486171722,-0.4371365085244179,0.1647602766752243,0.8543393164873123,1.866255247592926,2.419718341827393,3.1559925079345703
part_deltaR,Wqq,160460,-0.07493563741445541,0.6552436351776123,-0.798770546913147,-0.745558614730835,-0.6779733330011368,-0.49827852100133896,-0.279108464717865,0.10131841897964478,1.3812317013740536,2.2212617683410647,5.0
charge,Wqq,160460,0.011753708124160767,0.6997436881065369,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Wqq,160460,0.48334163427352905,0.49972236156463623,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Wqq,160460,0.10891187936067581,0.31152862310409546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Wqq,160460,0.40130874514579773,0.49016323685646057,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Wqq,160460,0.005097843706607819,0.07121695578098297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Wqq,160460,0.001339897746220231,0.036580078303813934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Wqq,160460,-0.00012173430877737701,0.16899462044239044,-1.0,-0.9997102397680283,-0.0450696412473917,0.0,0.0,0.0,0.04418650697916739,0.9994996267557145,1.0
d0err_clip,Wqq,160460,0.014495008625090122,0.02777569368481636,0.0,0.0,0.0,0.0,0.0,0.0210999995470047,0.052400000393390656,0.11190000176429749,0.6970000267028809
dz_tanh,Wqq,160460,0.00010866390948649496,0.18456149101257324,-1.0,-0.9919606840610504,-0.10780992358922958,0.0,0.0,0.0,0.1089635521173474,0.9948028904199602,1.0
dzerr_clip,Wqq,160460,0.04058777540922165,0.09003961831331253,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.14509999752044678,0.436599999666214,1.0
d_eta,Wqq,160460,-0.0010592445032671094,0.1794508695602417,-2.982187271118164,-0.5359970825910568,-0.25747198462486265,-0.07412153482437134,-2.1517276763916016e-05,0.07297614216804504,0.25308187156915646,0.530264801979065,2.8865413665771484
d_phi,Wqq,160460,-9.702648821985349e-05,0.17113548517227173,-0.803895115852356,-0.5417388820648193,-0.27002110332250595,-0.0756606999784708,-0.00016254186630249023,0.07629731670022011,0.2675493851304053,0.5328525054454805,0.8777350187301636
part_pt_log,Tbqq,200000,0.057864319533109665,0.8041375279426575,-2.492784023284912,-1.2948433196544646,-1.1145860493183135,-0.5566404759883881,-0.024739968590438366,0.588270291686058,1.5242869496345512,2.086631495952606,3.335282564163208
part_e_log,Tbqq,200000,0.07578177005052567,0.812249481678009,-2.0703303813934326,-1.3902303504943847,-1.1301075100898743,-0.5399722307920456,-0.009436673019081354,0.6085778921842575,1.5541452169418333,2.139586665630341,3.465482473373413
part_logptrel,Tbqq,200000,0.04183919355273247,0.804463267326355,-2.6100497245788574,-1.3887007594108582,-1.1333902955055237,-0.5681735426187515,-0.037078117951750755,0.5789761692285538,1.5024150133132934,2.0479193997383143,2.9879584312438965
part_logerel,Tbqq,200000,0.03638788312673569,0.7971954941749573,-1.9925585985183716,-1.3756425869464874,-1.13156760931015,-0.5690549612045288,-0.04540207237005234,0.5658755004405975,1.4888231635093687,2.033145587444306,3.0666935443878174
part_deltaR,Tbqq,200000,0.4189848303794861,0.7483554482460022,-0.7992152571678162,-0.6867551815509796,-0.5432898491621018,-0.15283183753490448,0.2801171541213989,0.8638913929462433,1.843253195285797,2.2952348375320453,5.0
charge,Tbqq,200000,-0.0007149999728426337,0.6884943246841431,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Tbqq,200000,0.4627149999141693,0.4986078143119812,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Tbqq,200000,0.10865999758243561,0.31121212244033813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Tbqq,200000,0.4166800081729889,0.49300891160964966,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Tbqq,200000,0.007590000052005053,0.08678936213254929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Tbqq,200000,0.004650000017136335,0.06803218275308609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Tbqq,200000,-6.204505189089105e-05,0.20343893766403198,-1.0,-0.9999947547912598,-0.10061194002628325,0.0,0.0,0.0,0.10061284154653534,0.9999951124191284,1.0
d0err_clip,Tbqq,200000,0.014885792508721352,0.02630859799683094,0.0,0.0,0.0,0.0,0.0,0.023600000888109207,0.052400000393390656,0.10090000182390213,0.6970000267028809
dz_tanh,Tbqq,200000,-9.083339682547376e-05,0.22276534140110016,-1.0,-0.9996897882223129,-0.19099011495709417,0.0,0.0,0.0,0.18749505728483098,0.9995198893547059,1.0
