feature,class,count,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max
isElectron,Hbb,50000,0.05164000019431114,0.2212991714477539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isMuon,Hbb,50000,0.052799999713897705,0.22363397479057312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
d0_tanh,Hbb,50000,-0.0021149017848074436,0.16692809760570526,-1.0,-0.6133633899688721,-0.2429889418184757,-0.0049062351463362575,0.0,0.0036100143333896995,0.23165184408426276,0.5784035551548008,1.0
d0err_clip,Hbb,50000,0.005893967114388943,0.005533092655241489,0.0,0.0,0.0,0.0,0.009499999694526196,0.010999999940395355,0.013000000268220901,0.014399999752640724,0.019600000232458115
dz_tanh,Hbb,50000,-3.3558873838046566e-05,0.20637093484401703,-0.9999999403953552,-0.7353141659498215,-0.32915553450584406,-0.008845315081998706,0.0,0.007901674835011363,0.32294488549232436,0.7519499582052244,0.9999850988388062
dzerr_clip,Hbb,50000,0.01950252614915371,0.021215658634901047,0.0,0.0,0.0,0.0,0.028300000354647636,0.031599998474121094,0.07500000298023224,0.08500000089406967,0.09830000251531601
d_eta,Hbb,50000,-6.321561522781849e-05,0.10177471488714218,-0.6488668918609619,-0.24069528236985208,-0.16309587210416793,-0.06785688176751137,-0.0004597306251525879,0.06869052350521088,0.16314362660050388,0.23748497724533085,0.6898416876792908
d_phi,Hbb,50000,-0.00028954946901649237,0.10193567723035812,-0.6153154969215393,-0.24225537955760956,-0.16379506066441535,-0.06872925907373428,-0.00027342516114003956,0.06814289093017578,0.1626931935548782,0.24165722548961677,0.6509812474250793
part_pt_log,Hcc,50000,2.161376953125,0.3197871744632721,0.9978582859039307,1.453544969558716,1.6457966268062592,1.9387439787387848,2.154174566268921,2.377848744392395,2.6996517062187193,2.92136213541031,3.3858563899993896
part_e_log,Hcc,50000,2.1710667610168457,0.38287293910980225,0.9917539954185486,1.361655535697937,1.5698974788188935,1.9029064178466797,2.153266668319702,2.4191988706588745,2.833487319946289,3.1313647556304938,3.779064416885376
part_logptrel,Hcc,50000,2.1496174335479736,0.29369843006134033,1.1244404315948486,1.4941018795967103,1.6694704055786134,1.9447271823883057,2.146190047264099,2.3503004908561707,2.6386157870292664,2.830386712551117,3.233100414276123
part_logerel,Hcc,50000,2.136723756790161,0.2976491153240204,1.076683521270752,1.4628256690502166,1.6489663541316986,1.931554764509201,2.135294795036316,2.340950846672058,2.6301443338394157,2.821816365718842,3.236706495285034
raw_dR,Hcc,50000,0.13015173375606537,0.06764072924852371,0.0006865212344564497,0.01993792228400707,0.03961874209344387,0.0813266821205616,0.11998509988188744,0.1675892136991024,0.2527531951665877,0.3331983396410945,0.7291104197502136
charge,Hcc,50000,-0.00026000000070780516,0.7189019322395325,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Hcc,50000,0.48833999037742615,0.4998640716075897,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Hcc,50000,0.22878000140190125,0.42004725337028503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Hcc,50000,0.25440001487731934,0.43552345037460327,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Hcc,50000,0.013659999705851078,0.11607500910758972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
isMuon,Hcc,50000,0.014820000156760216,0.12083198130130768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
d0_tanh,Hcc,50000,0.00021498346177395433,0.09523067623376846,-1.0,-0.23735977187752724,-0.06158206686377525,-0.0009065118065336719,0.0,0.0008515557710779831,0.06090708430856447,0.2448553910851483,1.0
d0err_clip,Hcc,50000,0.005650564096868038,0.005529262125492096,0.0,0.0,0.0,0.0,0.008799999952316284,0.010999999940395355,0.013000000268220901,0.014399999752640724,0.019600000232458115
dz_tanh,Hcc,50000,-0.0003327451995573938,0.10116676986217499,-0.9999978542327881,-0.3287548416852951,-0.1004799362272024,-0.0024299295619130135,0.0,0.0015746716526336968,0.09789513349533067,0.3232194086909297,0.999994158744812
dzerr_clip,Hcc,50000,0.01882781833410263,0.021333396434783936,0.0,0.0,0.0,0.0,0.028300000354647636,0.031599998474121094,0.07500000298023224,0.08500000089406967,0.09830000251531601
d_eta,Hcc,50000,-0.00013668292376678437,0.10395629703998566,-0.6459933519363403,-0.24523894846439362,-0.16774530857801437,-0.07040848210453987,-0.0002900362014770508,0.07054049521684647,0.16738466024398801,0.24024416089057923,0.6399115324020386
d_phi,Hcc,50000,-9.732950275065377e-05,0.10347850620746613,-0.5781241059303284,-0.24442246481776236,-0.16598941385746002,-0.0708111897110939,-0.00028219821979291737,0.07035809196531773,0.1670139245688912,0.2407381968200211,0.6759514808654785
part_pt_log,Hgg,50000,1.9235655069351196,0.3293244242668152,0.7552594542503357,1.2414546525478363,1.4142115831375122,1.6869891583919525,1.9067811369895935,2.1421428322792053,2.496207916736602,2.7412612938880927,3.280324697494507
part_e_log,Hgg,50000,1.936187505722046,0.3923998177051544,0.7611360549926758,1.1460473597049714,1.3357145011425018,1.6543662250041962,1.9118942022323608,2.1920371651649475,2.627980804443359,2.929858794212342,3.795255661010742
part_logptrel,Hgg,50000,1.913757085800171,0.30396997928619385,0.8585326671600342,1.2869711577892304,1.4421064615249635,1.6958536207675934,1.8970946073532104,2.114391505718231,2.4413999199867247,2.663504185676575,3.1411750316619873
part_logerel,Hgg,50000,1.900115728378296,0.3075608015060425,0.8076720237731934,1.2552795255184173,1.4193569839000701,1.6810620427131653,1.8844845294952393,2.1047072410583496,2.431997787952423,2.653871352672577,3.158118963241577
raw_dR,Hgg,50000,0.1291312277317047,0.06973892450332642,0.0008838907815515995,0.017425043918192388,0.03678289670497179,0.0790600199252367,0.11860524490475655,0.1676204800605774,0.25576488971710193,0.33901967376470604,0.7167502045631409
charge,Hgg,50000,-0.0008399999933317304,0.6877202987670898,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Hgg,50000,0.4684799909591675,0.499005526304245,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Hgg,50000,0.30834001302719116,0.4618077874183655,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isPhoton,Hgg,50000,0.21870000660419464,0.41336461901664734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isElectron,Hgg,50000,0.002360000042244792,0.0485224686563015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Hgg,50000,0.0021200000774115324,0.04599462077021599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Hgg,50000,0.0001288067433051765,0.0806012824177742,-1.0,-0.05047276578843594,-0.015560887614265084,0.0,0.0,0.0,0.015545604238286607,0.04764047015458353,1.0
d0err_clip,Hgg,50000,0.005279270000755787,0.005642028991132975,0.0,0.0,0.0,0.0,0.0,0.010999999940395355,0.013000000268220901,0.014999999664723873,0.021700000390410423
dz_tanh,Hgg,50000,7.656370144104585e-05,0.07350900024175644,-1.0,-0.1275046442449093,-0.04774169214069843,0.0,0.0,0.0,0.047896727547049496,0.1282152558863164,0.9999992251396179
dzerr_clip,Hgg,50000,0.017410116270184517,0.02116214670240879,0.0,0.0,0.0,0.0,0.0,0.031599998474121094,0.040800001472234726,0.0820000022649765,0.10170000046491623
d_eta,Hgg,50000,0.00026377628091722727,0.10378601402044296,-0.5927214622497559,-0.24519215360283853,-0.16710985898971556,-0.06887701153755188,0.0002835765480995178,0.06931787542998791,0.16714286208152765,0.2470945532619955,0.7054103016853333
d_phi,Hgg,50000,-0.00026569361216388643,0.10376279056072235,-0.6691650152206421,-0.24536655023694037,-0.16713817492127417,-0.06982222758233547,-0.00037706270813941956,0.06950540281832218,0.1663088798522948,0.246955662816763,0.5926167368888855
part_pt_log,H4q,50000,2.035998821258545,0.3118046224117279,0.9567415118217468,1.377519828081131,1.546286654472351,1.8147560954093933,2.021364450454712,2.2421498894691467,2.578339886665344,2.797850809097291,3.3372244834899902
part_e_log,H4q,50000,2.046605348587036,0.3773253262042999,0.8715403079986572,1.2712886285781861,1.462889438867569,1.7784534394741058,2.0243858098983765,2.2935503721237183,2.7023852109909043,2.9863791584968573,3.9716341495513916
part_logptrel,H4q,50000,2.019392251968384,0.28520870208740234,1.0728768110275269,1.4156823444366455,1.5704159021377564,1.8177043497562408,2.0070375204086304,2.2084333300590515,2.5144605994224545,2.71882956981659,3.114858627319336
part_logerel,H4q,50000,2.0057897567749023,0.28863462805747986,0.9597085118293762,1.3880098009109496,1.550170361995697,1.8038748800754547,1.9949790239334106,2.1970937252044678,2.5034257054328912,2.707608137130738,3.098439931869507
raw_dR,H4q,50000,0.12206917256116867,0.07041440904140472,0.00026553188217803836,0.01321889067068696,0.029571053944528105,0.07081424817442894,0.11087757721543312,0.16097627207636833,0.25173142552375793,0.3340071952342987,0.7137798070907593
charge,H4q,50000,0.0030400000978261232,0.7284989356994629,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,H4q,50000,0.5230799913406372,0.49946704506874084,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
isNeutralHadron,H4q,50000,0.24011999368667603,0.4271561801433563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,H4q,50000,0.22915999591350555,0.4202924072742462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isElectron,H4q,50000,0.004360000137239695,0.06588619202375412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,H4q,50000,0.003280000062659383,0.05717727541923523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,H4q,50000,0.0006512745749205351,0.07985903322696686,-1.0,-0.09030853785574436,-0.018385794945061203,-0.0006536715372931212,0.0,0.0010979145590681583,0.018274243362247932,0.10073830768466047,1.0
d0err_clip,H4q,50000,0.00583484536036849,0.00555528374388814,0.0,0.0,0.0,0.0,0.009499999694526196,0.010999999940395355,0.013000000268220901,0.014399999752640724,0.019600000232458115
dz_tanh,H4q,50000,0.00022155206534080207,0.07168485969305038,-0.9999896883964539,-0.15465873152017592,-0.05402752310037613,-0.002357671328354627,0.0,0.0029295694548636675,0.05397341586649418,0.1598554301261903,0.9999999403953552
dzerr_clip,H4q,50000,0.019285913556814194,0.021237865090370178,0.0,0.0,0.0,0.0,0.028300000354647636,0.031599998474121094,0.07500000298023224,0.08500000089406967,0.09830000251531601
d_eta,H4q,50000,8.820104540063767e-07,0.10012540966272354,-0.6767982244491577,-0.24304988190531732,-0.162855439633131,-0.06446070969104767,-0.00018117576837539673,0.0640547126531601,0.16288260221481313,0.24163543403148666,0.6088606119155884
d_phi,H4q,50000,-0.000497340748552233,0.09916513413190842,-0.5536134243011475,-0.24424707293510436,-0.16139853298664092,-0.06373139284551144,-0.00047335773706436157,0.06312208250164986,0.16085390076041214,0.2393581598997118,0.6493439078330994
part_pt_log,Hqql,50000,2.5522983074188232,0.36672791838645935,1.236258625984192,1.7200732231140137,1.9398577511310577,2.286505877971649,2.5593284368515015,2.8368062376976013,3.119709265232086,3.2897959971427917,3.5814831256866455
part_e_log,Hqql,50000,2.546583414077759,0.4189015328884125,1.0932317972183228,1.6188824522495269,1.8609212815761567,2.2486294507980347,2.549160122871399,2.8406862020492554,3.237226319313049,3.5051969766616824,3.9933180809020996
part_logptrel,Hqql,50000,2.5453133583068848,0.35025906562805176,1.2828294038772583,1.7486940324306488,1.9588185727596283,2.2870141863822937,2.5510963201522827,2.828428626060486,3.080245542526245,3.1800979924201966,3.284480094909668
part_logerel,Hqql,50000,2.5367417335510254,0.3530214726924896,1.234636664390564,1.7324264597892762,1.944829124212265,2.277370035648346,2.5428301095962524,2.8215015530586243,3.0744276881217956,3.1768202471733096,3.282986640930176
raw_dR,Hqql,50000,0.09374140948057175,0.06155674159526825,0.0006111827096901834,0.009356113076210022,0.021030103042721748,0.04975460097193718,0.08059810101985931,0.12294259108603,0.21099190860986705,0.2995765846967698,0.6268121004104614
charge,Hqql,50000,0.0033400000538676977,0.9163671731948853,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Hqql,50000,0.14868000149726868,0.3557727634906769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isNeutralHadron,Hqql,50000,0.07224000245332718,0.25888487696647644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Hqql,50000,0.08801999688148499,0.2833240032196045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isElectron,Hqql,50000,0.34112000465393066,0.4740855395793915,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isMuon,Hqql,50000,0.3499400019645691,0.4769507348537445,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
d0_tanh,Hqql,50000,-0.00037652626633644104,0.03649383783340454,-1.0,-0.0284694386087358,-0.017694220319390296,-0.005822104518301785,0.0,0.005873185582458973,0.01739909304305911,0.027485496066510722,0.9999995231628418
d0err_clip,Hqql,50000,0.009144538082182407,0.0041210344061255455,0.0,0.0,0.0,0.009499999694526196,0.010999999940395355,0.010999999940395355,0.013700000010430813,0.013700000010430813,0.019600000232458115
dz_tanh,Hqql,50000,1.4763470062462147e-05,0.04480498656630516,-0.9972997307777405,-0.10956697233021259,-0.05715374164283275,-0.018233421724289656,0.0,0.018166616093367338,0.05717220399528741,0.10951529711484956,0.9983687400817871
dzerr_clip,Hqql,50000,0.030489914119243622,0.019308362156152725,0.0,0.0,0.0,0.03099999949336052,0.03180000185966492,0.03180000185966492,0.08500000089406967,0.08500000089406967,0.09830000251531601
d_eta,Hqql,50000,-5.0675676902756095e-05,0.07915037125349045,-0.5234091281890869,-0.20490464955568313,-0.12835556268692017,-0.04631463438272476,0.0003274083137512207,0.04621000587940216,0.12729691118001935,0.20426224708557134,0.5184844136238098
d_phi,Hqql,50000,0.00044331280514597893,0.0794462338089943,-0.5708582401275635,-0.2063809223473072,-0.12750865817070006,-0.045497193932533264,0.0005320608615875244,0.046976953744888306,0.12845163419842714,0.20655848309397706,0.4968279302120209
part_pt_log,Zqq,50000,2.262556314468384,0.337637335062027,1.0866144895553589,1.5185572183132172,1.714141070842743,2.0262935161590576,2.2575337886810303,2.493806540966034,2.8281638026237483,3.04698430299759,3.5479257106781006
part_e_log,Zqq,50000,2.2878341674804688,0.4054695963859558,0.9243730902671814,1.4282456719875336,1.6466878592967986,2.002427339553833,2.2733089923858643,2.556657552719116,2.985294044017791,3.2706749939918525,3.8377909660339355
part_logptrel,Zqq,50000,2.2528672218322754,0.31432631611824036,1.1130608320236206,1.556642270088196,1.7405745089054108,2.0337239503860474,2.2480167150497437,2.4712828993797302,2.7813736319541933,2.9625167226791387,3.2630465030670166
part_logerel,Zqq,50000,2.244812488555908,0.31631362438201904,0.9937134981155396,1.5404019355773926,1.728683078289032,2.024825096130371,2.241076350212097,2.464767098426819,2.7757944107055663,2.9561184453964233,3.2678747177124023
raw_dR,Zqq,50000,0.08924957364797592,0.05316679924726486,0.00012878533743787557,0.011100473711267114,0.023161846119910484,0.05141002684831619,0.07945819199085236,0.11618346907198429,0.18628121316432938,0.25448185682296753,0.6937877535820007
charge,Zqq,50000,0.00011999999696854502,0.7226894497871399,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Zqq,50000,0.49865999817848206,0.49999818205833435,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Zqq,50000,0.22723999619483948,0.4190489649772644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Zqq,50000,0.2504799962043762,0.43328946828842163,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Zqq,50000,0.012160000391304493,0.10959988832473755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
isMuon,Zqq,50000,0.011459999717772007,0.10643620043992996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
d0_tanh,Zqq,50000,-0.00037183953099884093,0.09729296714067459,-1.0,-0.3121777814626694,-0.03333225809037684,-0.0007162826368585229,0.0,0.0007724144088570029,0.0319051690399645,0.2961588490009317,1.0
d0err_clip,Zqq,50000,0.005732732359319925,0.005556565709412098,0.0,0.0,0.0,0.0,0.009499999694526196,0.010999999940395355,0.013700000010430813,0.014399999752640724,0.019600000232458115
dz_tanh,Zqq,50000,-0.0006286005955189466,0.10799887776374817,-0.9997643828392029,-0.40695743799209594,-0.07858238518238066,-0.002415576542261988,0.0,0.0021861966815777123,0.07665106430649754,0.3778574463725111,0.9999955892562866
dzerr_clip,Zqq,50000,0.01967496983706951,0.022465519607067108,0.0,0.0,0.0,0.0,0.028300000354647636,0.03180000185966492,0.08139999955892563,0.08500000089406967,0.09830000251531601
d_eta,Zqq,50000,0.00025000731693580747,0.07363325357437134,-0.5725395679473877,-0.1814721083641052,-0.11725196242332457,-0.04578594956547022,0.00015717744827270508,0.04639625549316406,0.11834857761859892,0.18223838984966292,0.5095384120941162
d_phi,Zqq,50000,-0.00040768086910247803,0.07328103482723236,-0.620363712310791,-0.17947059571743013,-0.1181868378072977,-0.046741679310798645,-0.0005578398995567113,0.04629984498023987,0.11769718527793879,0.17955139487981803,0.5155981183052063
part_pt_log,Wqq,50000,2.278960943222046,0.3262071907520294,1.0318403244018555,1.5599952173233032,1.7537739336490632,2.0509026646614075,2.27133047580719,2.5013399720191956,2.82928866147995,3.0378096199035647,3.4199860095977783
part_e_log,Wqq,50000,2.3424551486968994,0.41040143370628357,0.9131240248680115,1.4828031754493713,1.7003682494163512,2.0497029423713684,2.3241292238235474,2.6159247159957886,3.0521607398986803,3.3416958475112954,3.8819103240966797
part_logptrel,Wqq,50000,2.270174503326416,0.30273711681365967,1.128522276878357,1.5942286324501038,1.7803529798984528,2.058456838130951,2.264093518257141,2.4787707924842834,2.7822354078292846,2.962834565639497,3.2332284450531006
part_logerel,Wqq,50000,2.2636053562164307,0.3048846125602722,1.1463550329208374,1.5791235101222991,1.7687648057937622,2.051530361175537,2.2589348554611206,2.4745128750801086,2.775910365581512,2.960371253490448,3.2321510314941406
raw_dR,Wqq,50000,0.08623889833688736,0.052032191306352615,0.000591794028878212,0.011035225875675679,0.023055764660239224,0.05056173261255026,0.07753337547183037,0.11135071702301502,0.17438023760914792,0.2530505341291433,0.6355501413345337
charge,Wqq,50000,0.06620000302791595,0.7130060195922852,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Wqq,50000,0.5055199861526489,0.499969482421875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
isNeutralHadron,Wqq,50000,0.22458000481128693,0.41730543971061707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Wqq,50000,0.2626599967479706,0.4400791823863983,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Wqq,50000,0.003759999992325902,0.061203453689813614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Wqq,50000,0.0034799999557435513,0.05888878554105759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Wqq,50000,0.0003644116222858429,0.06885935366153717,-1.0,-0.08509760119020938,-0.017851109895855186,-0.00025665468274382874,0.0,0.0004785475321114063,0.018263904750347112,0.09262528501451037,1.0
d0err_clip,Wqq,50000,0.005665488075464964,0.005610229447484016,0.0,0.0,0.0,0.0,0.008799999952316284,0.010999999940395355,0.013700000010430813,0.014399999752640724,0.019600000232458115
dz_tanh,Wqq,50000,0.00036916296812705696,0.06884999573230743,-0.9999200701713562,-0.15582741007208822,-0.05765575524419546,-0.0010459294717293233,0.0,0.0013771917729172856,0.05694351121783256,0.1698221914470198,0.9998900294303894
dzerr_clip,Wqq,50000,0.020381776615977287,0.02410927601158619,0.0,0.0,0.0,0.0,0.028300000354647636,0.03180000185966492,0.08169999718666077,0.08500000089406967,0.09830000251531601
d_eta,Wqq,50000,0.0001967990247067064,0.07166767865419388,-0.5701889395713806,-0.1725166195631027,-0.11300899535417556,-0.0445995032787323,0.0004723072052001953,0.045158445835113525,0.11179579794406887,0.17143770754337317,0.5972040891647339
d_phi,Wqq,50000,-8.101409912342206e-05,0.07076859474182129,-0.599993109703064,-0.16789374247193337,-0.11121586561203002,-0.04526155907660723,-0.0001118779182434082,0.045156270265579224,0.11188909485936155,0.16819899052381526,0.608350396156311
part_pt_log,Tbqq,50000,2.0256261825561523,0.31642499566078186,0.922834038734436,1.3657214665412902,1.530424028635025,1.802552342414856,2.0127419233322144,2.2346555590629578,2.5673199892044063,2.8014436173439035,3.335282564163208
part_e_log,Tbqq,50000,2.0218617916107178,0.376504123210907,0.7417946457862854,1.2518738090991974,1.4429567575454711,1.7532815337181091,1.9996482133865356,2.269515097141266,2.674109303951263,2.9674396538734458,3.6133315563201904
part_logptrel,Tbqq,50000,2.016908884048462,0.29236719012260437,0.987675130367279,1.392386530637741,1.557769203186035,1.8105385601520538,2.0054378509521484,2.2127639055252075,2.519214415550232,2.7241053915023814,3.177572011947632
part_logerel,Tbqq,50000,1.9925243854522705,0.2990703582763672,0.9010770320892334,1.3382248091697693,1.5166606664657594,1.783991664648056,1.9836058616638184,2.1945399045944214,2.501859986782074,2.7101255488395695,3.1823666095733643
raw_dR,Tbqq,50000,0.1755426973104477,0.10173258185386658,0.00018022776930592954,0.017957070749253033,0.04079430811107159,0.0995340421795845,0.15913858264684677,0.2341407760977745,0.3646617874503135,0.48374776393175134,0.7396935820579529
charge,Tbqq,50000,-0.0004799999878741801,0.7332392334938049,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Tbqq,50000,0.49164000153541565,0.49993014335632324,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Tbqq,50000,0.23095999658107758,0.42144694924354553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Tbqq,50000,0.2313999980688095,0.4217274487018585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isElectron,Tbqq,50000,0.02223999984562397,0.1474631428718567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
isMuon,Tbqq,50000,0.023760000243782997,0.15230055153369904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
d0_tanh,Tbqq,50000,-0.0012825116282328963,0.11902660131454468,-1.0,-0.43115238219499585,-0.08106841072440146,-0.0015043234743643552,0.0,0.0014173850358929485,0.07736474387347697,0.38911113888025306,1.0
