feature,class,count,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max
part_logerel,Hcc,250000,0.17191700637340546,0.8521521687507629,-2.0114922523498535,-1.3458426594734192,-1.0851522088050842,-0.4805983603000641,0.08602850139141083,0.7457702904939651,1.7234554827213286,2.246153526306153,3.0810484886169434
part_deltaR,Hcc,250000,0.13535115122795105,0.6873359084129333,-0.7988965511322021,-0.7118288558721543,-0.6085348457098008,-0.3496944010257721,-0.05082988739013672,0.4235438406467438,1.5680482625961294,2.2362856507301347,5.0
charge,Hcc,250000,-0.0008399999933317304,0.6981684565544128,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Hcc,250000,0.47663599252700806,0.4994538426399231,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Hcc,250000,0.10697200149297714,0.309077650308609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Hcc,250000,0.4071800112724304,0.4913089871406555,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Hcc,250000,0.007652000058442354,0.08714038133621216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Hcc,250000,0.004399999976158142,0.06618640571832657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Hcc,250000,-0.00030282579245977104,0.1822313666343689,-1.0,-0.999993622303009,-0.06481401659548283,0.0,0.0,0.0,0.06380485929548735,0.9999656707048417,1.0
d0err_clip,Hcc,250000,0.014168433845043182,0.025455139577388763,0.0,0.0,0.0,0.0,0.0,0.021400000900030136,0.04879999905824661,0.10090000182390213,0.6970000267028809
dz_tanh,Hcc,250000,0.00014454239862971008,0.19644972681999207,-1.0,-0.9985389161109924,-0.1282249979674816,0.0,0.0,0.0,0.1295933149755,0.9984851515293122,1.0
dzerr_clip,Hcc,250000,0.03580798953771591,0.07821878790855408,0.0,0.0,0.0,0.0,0.0,0.04430000111460686,0.11990000307559967,0.3711000084877014,1.0
d_eta,Hcc,250000,0.0009715110063552856,0.21212495863437653,-3.0040202140808105,-0.5662314563989639,-0.3219760417938232,-0.10489130020141602,0.0005507767200469971,0.10624386370182037,0.32383910119533527,0.572534707784653,3.0439271926879883
d_phi,Hcc,250000,0.0012065079063177109,0.20353299379348755,-0.8175413012504578,-0.564640879034996,-0.33610641211271286,-0.10866248607635498,0.0009615421295166016,0.1103013101965189,0.3391620039939879,0.5650757986307148,0.8628333806991577
part_pt_log,Hgg,250000,0.030148928984999657,0.7639118432998657,-2.6530277729034424,-1.28385316491127,-1.103928154706955,-0.545004740357399,-0.040447019040584564,0.534950464963913,1.4025574207305902,1.9717199003696446,3.206228256225586
part_e_log,Hgg,250000,0.05984250828623772,0.7759448885917664,-1.8791627883911133,-1.3780093586444855,-1.1069971919059753,-0.5218312442302704,-0.012419468257576227,0.5678377002477646,1.4560628950595844,2.031410689353945,3.470947504043579
part_logptrel,Hgg,250000,0.01780642196536064,0.7642912864685059,-2.672480344772339,-1.3603771924972534,-1.114971101284027,-0.5585104525089264,-0.048734258860349655,0.5278553068637848,1.3875738978385914,1.9343595969676972,3.0178089141845703
part_logerel,Hgg,250000,0.011003876104950905,0.7545440196990967,-2.1576240062713623,-1.3493846487998962,-1.1113969922065734,-0.5560398548841476,-0.057287026196718216,0.5123201310634613,1.3675964713096616,1.9067684781551386,2.9502553939819336
part_deltaR,Hgg,250000,0.08632489293813705,0.6460810899734497,-0.7985986471176147,-0.7188069534301758,-0.6163615167140961,-0.36299774795770645,-0.07871139049530029,0.34957003593444824,1.4095106124877923,2.1814486098289514,5.0
charge,Hgg,250000,-0.0017679999582469463,0.6971576809883118,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Hgg,250000,0.4796839952468872,0.49958711862564087,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Hgg,250000,0.10472399741411209,0.30619746446609497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Hgg,250000,0.4097920060157776,0.49179521203041077,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Hgg,250000,0.0040799998678267,0.0637444332242012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Hgg,250000,0.0008919999818317592,0.02985304407775402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Hgg,250000,-9.89219406619668e-05,0.17990301549434662,-1.0,-0.9999987483024597,-0.04755188152194023,0.0,0.0,0.0,0.04766192268580196,0.9999992847442627,1.0
d0err_clip,Hgg,250000,0.015387513674795628,0.02592238411307335,0.0,0.0,0.0,0.0,0.0,0.02370000071823597,0.052400000393390656,0.10090000182390213,0.6970000267028809
dz_tanh,Hgg,250000,0.0007956865010783076,0.192343607544899,-1.0,-0.9996055608987808,-0.10286619998514653,0.0,0.0,0.0,0.10492659546434863,0.9997407805919647,1.0
dzerr_clip,Hgg,250000,0.038374219089746475,0.0812092125415802,0.0,0.0,0.0,0.0,0.0,0.04839999973773956,0.13989999890327454,0.3711000084877014,1.0
d_eta,Hgg,250000,-0.0003671938902698457,0.19783835113048553,-2.8877110481262207,-0.528720885515213,-0.30042436122894284,-0.10194661468267441,-0.0001261681318283081,0.10083402693271637,0.2989253759384154,0.5218091660737991,2.913236618041992
d_phi,Hgg,250000,-0.0006273728213272989,0.19456197321414948,-0.9007262587547302,-0.5446293324232101,-0.31914596259593964,-0.10671063512563705,-7.468461990356445e-05,0.10580850206315517,0.3160497888922689,0.5389759683609017,0.9883126616477966
part_pt_log,H4q,250000,0.10520251840353012,0.8026941418647766,-2.6687350273132324,-1.2789340829849243,-1.087626004219055,-0.5072520673274994,0.03139616176486015,0.6416097581386566,1.5531716763973233,2.0962371730804454,3.0415968894958496
part_e_log,H4q,250000,0.12815935909748077,0.8131839632987976,-2.0347070693969727,-1.3682885539531708,-1.0882324695587158,-0.4848056361079216,0.04900788143277168,0.6665417402982712,1.5961968839168534,2.1791531562805186,3.3760292530059814
part_logptrel,H4q,250000,0.08296507596969604,0.8003853559494019,-2.650878429412842,-1.363783346414566,-1.1064929127693175,-0.5200391709804535,0.011703538708388805,0.6190093904733658,1.5224579632282256,2.0622740292549135,2.957151174545288
part_logerel,H4q,250000,0.08036353439092636,0.7946681976318359,-2.159435272216797,-1.351922253370285,-1.1027718782424927,-0.52208012342453,0.008573627565056086,0.6103567183017731,1.5158212125301358,2.0497858548164367,3.091163396835327
part_deltaR,H4q,250000,0.10193285346031189,0.6617750525474548,-0.7989740371704102,-0.72276939868927,-0.6246551483869552,-0.3631022796034813,-0.0682992935180664,0.3793366849422455,1.4695172429084775,2.199466683864595,5.0
charge,H4q,250000,3.9999998989515007e-05,0.6934781670570374,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,H4q,250000,0.4746119976043701,0.4993550181388855,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,H4q,250000,0.1094600036740303,0.31221550703048706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,H4q,250000,0.4093799889087677,0.49171948432922363,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,H4q,250000,0.004984000232070684,0.07042130082845688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,H4q,250000,0.0020200000144541264,0.04489899054169655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,H4q,250000,-0.00041367410449311137,0.18117082118988037,-1.0,-0.9999995827674866,-0.050346958264708516,0.0,0.0,0.0,0.04933133386075496,0.9999996423721313,1.0
d0err_clip,H4q,250000,0.014658266678452492,0.02564290352165699,0.0,0.0,0.0,0.0,0.0,0.02329999953508377,0.052400000393390656,0.10090000182390213,0.6970000267028809
dz_tanh,H4q,250000,7.162438851082698e-05,0.19166506826877594,-1.0,-0.9995388543605804,-0.10431480780243874,0.0,0.0,0.0,0.10490356162190413,0.9995389539003374,1.0
dzerr_clip,H4q,250000,0.03654705733060837,0.07880543172359467,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.13169999420642853,0.3711000084877014,1.0
d_eta,H4q,250000,0.00038447047700174153,0.20325720310211182,-2.9435863494873047,-0.5400302237272262,-0.3085514917969704,-0.10272911190986633,0.0005650818347930908,0.1027449518442154,0.3085505187511444,0.540578036904335,3.0157504081726074
d_phi,H4q,250000,0.00032310615642927587,0.1980654001235962,-0.8086877465248108,-0.5464816945791244,-0.3266370877623558,-0.10613068751990795,-1.1693686246871948e-05,0.1065514013171196,0.3263983011245726,0.5530013477802277,0.7959473729133606
part_pt_log,Hqql,250000,0.22002723813056946,0.9278689622879028,-2.845878839492798,-1.2850785267353058,-1.0914668500423432,-0.47841826826334,0.10275018215179443,0.7899991422891617,1.9607106447219846,2.8003647541999843,3.5114688873291016
part_e_log,Hqql,250000,0.23758375644683838,0.9311153292655945,-2.279393196105957,-1.376197327375412,-1.0847246944904327,-0.4616597145795822,0.11446715518832207,0.8059842437505722,1.9949335813522338,2.804232795238496,3.866401433944702
part_logptrel,Hqql,250000,0.2141907662153244,0.9267550110816956,-2.4911084175109863,-1.3623363304138183,-1.0989827930927276,-0.4793989807367325,0.10132190957665443,0.7838372141122818,1.9476193487644193,2.7921582937240634,3.268991231918335
part_logerel,Hqql,250000,0.21512232720851898,0.916892409324646,-2.0153725147247314,-1.3316861128807067,-1.0789443254470825,-0.4741108939051628,0.09635550901293755,0.7776101231575012,1.9404139041900634,2.780664064884187,3.2651708126068115
part_deltaR,Hqql,250000,0.05699740722775459,0.7056217789649963,-0.7988992929458618,-0.7332437998056411,-0.6499469608068466,-0.422803096473217,-0.1490134596824646,0.3001754581928253,1.5845307111740103,2.2829336857795726,5.0
charge,Hqql,250000,-0.0018599999602884054,0.7022653222084045,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Hqql,250000,0.45220398902893066,0.49771034717559814,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Hqql,250000,0.10818400233983994,0.31061267852783203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Hqql,250000,0.3978840112686157,0.4894612431526184,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Hqql,250000,0.021643999963998795,0.14551818370819092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
isMuon,Hqql,250000,0.01932400092482567,0.13766111433506012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
d0_tanh,Hqql,250000,0.0003419611311983317,0.17150013148784637,-1.0,-0.9998151552677155,-0.04383412543684244,0.0,0.0,0.0,0.043921051733195736,0.9999505412578583,1.0
d0err_clip,Hqql,250000,0.014116765931248665,0.02628190629184246,0.0,0.0,0.0,0.0,0.0,0.0210999995470047,0.04879999905824661,0.10090000182390213,0.6970000267028809
dz_tanh,Hqql,250000,4.945056571159512e-05,0.18260902166366577,-1.0,-0.9969170081615448,-0.0935074359178543,0.0,0.0,0.0,0.09324478879570954,0.9948785787820817,1.0
dzerr_clip,Hqql,250000,0.03555532544851303,0.07961878180503845,0.0,0.0,0.0,0.0,0.0,0.041600000113248825,0.11169999837875366,0.3711000084877014,1.0
d_eta,Hqql,250000,0.00040000476292334497,0.20649376511573792,-2.816798686981201,-0.5738190096616745,-0.3032316297292709,-0.0908694863319397,-9.08970832824707e-06,0.09088993072509766,0.30559444725513435,0.5810238319635394,3.089906930923462
d_phi,Hqql,250000,-7.530928269261494e-05,0.1924978792667389,-0.8949522376060486,-0.5651803529262542,-0.3155799716711044,-0.0942301545292139,8.344650268554688e-06,0.09449522756040096,0.31467542052268976,0.5671123051643376,0.8535853624343872
part_pt_log,Zqq,250000,0.222551167011261,0.8909628987312317,-2.846881628036499,-1.2908193516731261,-1.086137670278549,-0.46152663230895996,0.130731001496315,0.8199183344841003,1.8424574434757228,2.430776205062866,3.384722948074341
part_e_log,Zqq,250000,0.2691226601600647,0.9005095958709717,-1.9645434617996216,-1.3589190816879273,-1.0551480054855347,-0.4194243848323822,0.17146111279726028,0.8667648136615753,1.9088940799236296,2.52155251979828,3.6765127182006836
part_logptrel,Zqq,250000,0.21208271384239197,0.8891697525978088,-2.78053879737854,-1.3645133590698242,-1.0916417062282562,-0.4652896821498871,0.12210977077484131,0.810127317905426,1.8301582574844357,2.3956345629692084,3.2065589427948
part_logerel,Zqq,250000,0.21522946655750275,0.8799993991851807,-2.243588924407959,-1.3336914527416228,-1.073729193210602,-0.4589948207139969,0.12190565839409828,0.8076134622097015,1.8177928268909453,2.386779901981355,3.1957814693450928
part_deltaR,Zqq,250000,-0.013857555575668812,0.688640832901001,-0.799579918384552,-0.7425659638643265,-0.6708601593971253,-0.48062649369239807,-0.23019355535507202,0.21399274468421936,1.478548038005828,2.24321145772934,5.0
charge,Zqq,250000,0.000311999989207834,0.6986443400382996,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Zqq,250000,0.47928398847579956,0.49957069754600525,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Zqq,250000,0.10853199660778046,0.3110511302947998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Zqq,250000,0.4050160050392151,0.49089518189430237,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Zqq,250000,0.006279999855905771,0.07899722456932068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Zqq,250000,0.002976000076159835,0.05447149649262428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Zqq,250000,-8.438157237833366e-05,0.1890963762998581,-1.0,-0.9999693673849106,-0.06446732990443706,0.0,0.0,0.0,0.06414273530244813,0.9999784237146377,1.0
d0err_clip,Zqq,250000,0.014263559132814407,0.026432961225509644,0.0,0.0,0.0,0.0,0.0,0.0210999995470047,0.04879999905824661,0.10090000182390213,0.6970000267028809
dz_tanh,Zqq,250000,1.889825398393441e-05,0.20656198263168335,-1.0,-0.9982547336816787,-0.13960187435150145,0.0,0.0,0.0,0.13983335420489304,0.9983154118061066,1.0
dzerr_clip,Zqq,250000,0.03723035752773285,0.08249451965093613,0.0,0.0,0.0,0.0,0.0,0.04430000111460686,0.13169999420642853,0.3711000084877014,1.0
d_eta,Zqq,250000,-1.29770087369252e-05,0.19164225459098816,-2.9109513759613037,-0.5518656706809998,-0.2837178662419319,-0.07944431900978088,0.00021407008171081543,0.07951223850250244,0.281939172744751,0.5528580570220956,3.131765127182007
d_phi,Zqq,250000,-4.862588866672013e-06,0.18267342448234558,-0.8248921632766724,-0.5539603340625763,-0.2988980948925018,-0.08280468545854092,0.0003167390823364258,0.08302728645503521,0.29647645205259315,0.550404954552651,0.8112123012542725
part_pt_log,Wqq,250000,0.2534147799015045,0.902556836605072,-2.679311513900757,-1.3065245175361633,-1.0849732756614685,-0.4390217661857605,0.16893723607063293,0.8672962933778763,1.8853503227233883,2.4415630412101756,3.365980863571167
part_e_log,Wqq,250000,0.33520007133483887,0.9142179489135742,-1.9598772525787354,-1.339084223508835,-1.0013267695903778,-0.36732468754053116,0.23965025693178177,0.9478574693202972,1.995015430450439,2.599876146316529,3.768033742904663
part_logptrel,Wqq,250000,0.2421250194311142,0.9009994268417358,-2.7944371700286865,-1.3839499354362488,-1.0945088148117066,-0.44717685878276825,0.15994441509246826,0.8538390547037125,1.8646841228008266,2.4200960254669193,3.156937599182129
part_logerel,Wqq,250000,0.24432776868343353,0.8912078142166138,-2.2764196395874023,-1.3329218351840972,-1.0733754932880402,-0.43967410176992416,0.15829751640558243,0.8469115495681763,1.8594246566295625,2.4148269724845886,3.165156602859497
part_deltaR,Wqq,250000,-0.06952938437461853,0.6636218428611755,-0.7996479272842407,-0.7438649499416351,-0.67608343064785,-0.4967685267329216,-0.2771115005016327,0.10274501144886017,1.4096560716629019,2.2446215343475355,5.0
charge,Wqq,250000,0.01425199955701828,0.6994404196739197,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0
isChargedHadron,Wqq,250000,0.48353999853134155,0.4997290074825287,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Wqq,250000,0.10877999663352966,0.31136301159858704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Wqq,250000,0.4016039967536926,0.49022266268730164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Wqq,250000,0.005084000062197447,0.07112070173025131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Wqq,250000,0.0015279999934136868,0.03905976191163063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Wqq,250000,-0.0001624461292522028,0.1705440729856491,-1.0,-0.9998900473117829,-0.04508765991777181,0.0,0.0,0.0,0.044975319877266814,0.9997523105144501,1.0
d0err_clip,Wqq,250000,0.014563687145709991,0.027983659878373146,0.0,0.0,0.0,0.0,0.0,0.0210999995470047,0.052400000393390656,0.11190000176429749,0.6970000267028809
dz_tanh,Wqq,250000,1.4132969226920977e-05,0.18541252613067627,-1.0,-0.9960173100233078,-0.10758859962224958,0.0,0.0,0.0,0.10860827751457669,0.9956628328561787,1.0
dzerr_clip,Wqq,250000,0.040542058646678925,0.09043364971876144,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.14509999752044678,0.436599999666214,1.0
d_eta,Wqq,250000,0.00012944328773301095,0.1834474354982376,-2.921976089477539,-0.5451533776521682,-0.2562294021248817,-0.074246346950531,-2.9653310775756836e-05,0.0734720230102539,0.2590245962142941,0.5501863765716564,3.008334159851074
d_phi,Wqq,250000,-8.153417002176866e-05,0.17145423591136932,-0.8665027618408203,-0.5342624545097351,-0.2700434267520905,-0.07637895457446575,-0.00010919570922851562,0.07669582776725292,0.2693216383457183,0.5369995182752619,0.9649608731269836
part_pt_log,Tbqq,250000,0.05999582260847092,0.8010421991348267,-2.5501255989074707,-1.2899800002574922,-1.112109613418579,-0.5503567904233932,-0.02430692221969366,0.5914431363344193,1.5187123417854305,2.0737826991081243,3.323491334915161
part_e_log,Tbqq,250000,0.07837134599685669,0.8117756247520447,-2.018371105194092,-1.3920180439949035,-1.1258113265037537,-0.5347455739974976,-0.008399182464927435,0.6129173189401627,1.5501756966114033,2.1456365108490005,3.4903459548950195
part_logptrel,Tbqq,250000,0.046527963131666183,0.8034950494766235,-2.6478922367095947,-1.376013833284378,-1.1270108580589295,-0.562063917517662,-0.036237478256225586,0.5845426917076111,1.5027085423469542,2.0505114269256595,3.0462965965270996
part_logerel,Tbqq,250000,0.03741632029414177,0.7960643172264099,-2.0555026531219482,-1.375875722169876,-1.132904690504074,-0.5655840486288071,-0.04605746269226074,0.5686726868152618,1.4830498754978172,2.0232778739929245,3.000978946685791
part_deltaR,Tbqq,250000,0.41991090774536133,0.7494964599609375,-0.7966712713241577,-0.6862044751644134,-0.5390455573797226,-0.1523907631635666,0.2768268585205078,0.8643047511577606,1.8467352747917176,2.3033794736862183,5.0
charge,Tbqq,250000,-9.999999747378752e-05,0.689837634563446,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0
isChargedHadron,Tbqq,250000,0.46507999300956726,0.4987790584564209,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isNeutralHadron,Tbqq,250000,0.11005199700593948,0.3129545748233795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
isPhoton,Tbqq,250000,0.41415199637413025,0.4925749599933624,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
isElectron,Tbqq,250000,0.007588000036776066,0.08677800744771957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
isMuon,Tbqq,250000,0.004736000206321478,0.06865543872117996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
d0_tanh,Tbqq,250000,-0.00014599660062231123,0.20341721177101135,-1.0,-0.9999969011545181,-0.10090357437729834,0.0,0.0,0.0,0.10006104484200458,0.9999817126989364,1.0
d0err_clip,Tbqq,250000,0.014910571277141571,0.02588299848139286,0.0,0.0,0.0,0.0,0.0,0.02370000071823597,0.052400000393390656,0.10090000182390213,0.6970000267028809
